Property Name,Portfolio Manager ID,Street Address,City/Municipality,State/Province,Postal Code,Country,Property Type - Self-Selected,Gross Floor Area,GFA Units
Disco Yd Bldg B- South Garage,35000493,150 DISCO RD,Etobicoke,Ontario,M9W 1M4,Canada,Other - Public Services,28029,Sq. Ft.
Danforth Carhouse & Garage,35000490,1627 DANFORTH AVE,Toronto,Ontario,M4C 1H7,Canada,Other - Public Services,62834,Sq. Ft.
Disco Blower Station,35000491,150 DISCO RD,Etobicoke,Ontario,M9W 1M4,Canada,Other - Public Services,37975,Sq. Ft.
Castlefield Yard,35000488,1401 CASTLEFIELD AVE,Toronto,Ontario,M6B 1G7,Canada,Other - Public Services,36447,Sq. Ft.
Centennial Park Service Building,35000489,151 ELMCREST RD,Etobicoke,Ontario,M9C 3S2,Canada,Other - Public Services,1023,Sq. Ft.
Toryork Yard,35000534,61 TORYORK DR,North York,Ontario,M9L 1X9,Canada,Other - Public Services,26404,Sq. Ft.
Train Storage Building,35000535,20 Centre Road,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,30849,Sq. Ft.
Toronto Island Service Yard,35000533,0 Centre Isld,Toronto,Ontario,M5J 2V3,Canada,Other - Public Services,34724,Sq. Ft.
Russell Carhouse,35000530,1411 QUEEN ST E,Toronto,Ontario,M4L 1C7,Canada,Other - Public Services,232619,Sq. Ft.
Sixth St Garage,35000531,297 Sixth St,Etobicoke,Ontario,M8V 3A8,Canada,Other - Public Services,6997,Sq. Ft.
Property Operation Garage,35000528,131 RIVER ST,Toronto,Ontario,M5A 3P8,Canada,Other - Public Services,12034,Sq. Ft.
Rockcliffe Yard,35000529,305 ROCKCLIFFE BLVD,Toronto,Ontario,M6N 3T4,Canada,Other - Public Services,14047,Sq. Ft.
Bloor Islington Storm Pumping Station,35000542,3429 BLOOR ST W,Etobicoke,Ontario,M8X 1G4,Canada,Other - Public Services,355,Sq. Ft.
Eglinton-Bellamy Storm Pumping Station,35000543,3034 EGLINTON AVE E,Scarborough,Ontario,M1J 2H1,Canada,Other - Public Services,441,Sq. Ft.
Yonge Street Yard,35000540,1008 YONGE ST,Toronto,Ontario,M4W 2K1,Canada,Other - Public Services,20247,Sq. Ft.
Battery Park Storm Pumping Station,35000541,785 LAKE SHORE BLVD W,Toronto,Ontario,M5V 1A7,Canada,Other - Public Services,1,Sq. Ft.
Whitlam Warehouse,35000538,25 WHITLAM AVE,Etobicoke,Ontario,M8V 2K1,Canada,Other - Public Services,24865,Sq. Ft.
Winter Maintenance Depot,35000539,8270 SHEPPARD AVE E,Scarborough,Ontario,M1B 5R4,Canada,Other - Public Services,12152,Sq. Ft.
Wellington Yard & Office,35000536,677 WELLINGTON ST W,Toronto,Ontario,M5V 1G8,Canada,Other - Public Services,2164,Sq. Ft.
Western Yard (Obico),35000537,30 Newbridge Rd,Etobicoke,Ontario,M8Z 2L7,Canada,Other - Public Services,1,Sq. Ft.
Morningside Yard,35000518,891 MORNINGSIDE AVE,Scarborough,Ontario,M1C 1B9,Canada,Other - Public Services,14779,Sq. Ft.
Mt. Dennis Bus Garage,35000519,121 INDUSTRY ST,Toronto,Ontario,M6M 5B6,Canada,Other - Public Services,710493,Sq. Ft.
Merton Yard & Sprint Office,35000517,140 MERTON ST,Toronto,Ontario,M4S 1A1,Canada,Other - Public Services,32044,Sq. Ft.
Maintenance Yard #7,35000514,100 Turnberry Ave,Toronto,Ontario,M6N 1R1,Canada,Other - Public Services,11862,Sq. Ft.
Marylin Bell Park Water Equipment Shed,35000515,1095 LAKE SHORE BLVD W,Toronto,Ontario,M6K 3C1,Canada,Other - Public Services,700,Sq. Ft.
Leslie Yard,35000512,7 LESLIE ST,Toronto,Ontario,M4M 3M9,Canada,Other - Public Services,6135,Sq. Ft.
Maintenance Yard #5,35000513,45 MANSTOR RD,Etobicoke,Ontario,M9C 1B1,Canada,Other - Public Services,7524,Sq. Ft.
Oriole Yard (PF&R),35000526,2747 Old Leslie St,North York,Ontario,M2K 1J2,Canada,Other - Public Services,13046,Sq. Ft.
Pharmacy Yard,35000527,125 PHARMACY AVE,Scarborough,Ontario,M1L 3E7,Canada,Other - Public Services,1851,Sq. Ft.
Northline Parks and Garage,35000524,30 NORTHLINE RD,East York,Ontario,M4B 3E2,Canada,Other - Public Services,50041,Sq. Ft.
Oriole Yard,35000525,2751 Old Leslie St.,North York,Ontario,M2K 1J2,Canada,Other - Public Services,26759,Sq. Ft.
North East District Salt Dome,35000522,1 NANTUCKET BLVD,Scarborough,Ontario,M1P 2R5,Canada,Other - Public Services,9526,Sq. Ft.
Northern Services Building,35000523,4801 DUFFERIN ST,North York,Ontario,M3H 5T3,Canada,Other - Public Services,5769,Sq. Ft.
Murray Yard,35000520,64 MURRAY RD,North York,Ontario,M3K 1T2,Canada,Other - Public Services,38760,Sq. Ft.
Nashdene Yard,35000521,70 NASHDENE RD,Scarborough,Ontario,M1V 2V2,Canada,Other - Public Services,24176,Sq. Ft.
302 Wilson Hts Blvd,35000566,302 Wilson Heights Blvd.,North York,Ontario,M3H 2V3,Canada,Other - Public Services,1,Sq. Ft.
4 Don Valley Parkway,35000567,4 Don Valley Parkway,North York,Ontario,M2J 1L4,Canada,Other - Public Services,1,Sq. Ft.
23 Peele Ave,35000564,23 Peel Ave,Toronto,Ontario,M6J 1M3,Canada,Other - Public Services,1,Sq. Ft.
254 Ranee Ave,35000565,254 Ranee Ave.,North York,Ontario,M6A 1N6,Canada,Other - Public Services,1,Sq. Ft.
2077 Lake Shore Blvd W,35000562,2077 Lake Shore Blvd W,Etobicoke,Ontario,M8V 0A2,Canada,Other - Public Services,1,Sq. Ft.
2120 Lake Shore Blvd W,35000563,2120 Lake Shore Blvd W,Etobicoke,Ontario,M8V 4G4,Canada,Other - Public Services,1,Sq. Ft.
2000 Lake Shore,35000560,2000 LAKE SHORE BLVD W,Toronto,Ontario,M6S 1A1,Canada,Other - Public Services,1,Sq. Ft.
2002 Lake Shore Blvd W,35000561,2002 Lake Shore Blvd W,Toronto,Ontario,M6S 5B7,Canada,Other - Public Services,1,Sq. Ft.
80 Pottery Rd,35000574,80 Pottery Rd.,Toronto,Ontario,M4K 2B9,Canada,Other - Public Services,1,Sq. Ft.
833 Royal York,35000575,833 Royal York,Etobicoke,Ontario,M8Y 2V1,Canada,Other - Public Services,1,Sq. Ft.
715 Bloor St E-Pole 133 Viewndr/,35000572,715 Bloor ST E,Toronto,Ontario,M4W 1J4,Canada,Other - Public Services,1,Sq. Ft.
80 Grenoble Dr,35000573,80 Grenoble Dr.,North York,Ontario,M3C 3E7,Canada,Other - Public Services,1,Sq. Ft.
558 Wilson Ave,35000570,558 Wilson Ave.,North York,Ontario,M3H 1V1,Canada,Other - Public Services,1,Sq. Ft.
590 Lake Shore Blvd E,35000571,590 Lake Shore Blvd E,Toronto,Ontario,M4M 3K8,Canada,Other - Public Services,1,Sq. Ft.
402 Sewells Rd,35000568,402 Sewells Rd,Scarborough,Ontario,M1B 5H3,Canada,Other - Public Services,1,Sq. Ft.
4881 Yonge St,35000569,4881 Yonge St.,North York,Ontario,M2N 6Y9,Canada,Other - Public Services,1,Sq. Ft.
0 Gardiner Expressway,35000550,0 Gardiner Expressway,Toronto,Ontario,M6K 3L1,Canada,Other - Public Services,1,Sq. Ft.
0 Wickman Rd-Near Fordhs,35000551,0 Wickman Rd,Etobicoke,Ontario,M8Z 1M6,Canada,Other - Public Services,1,Sq. Ft.
Warden Ave Storm PS,35000548,1433 WARDEN AVE,Scarborough,Ontario,M1R 2S3,Canada,Other - Public Services,462,Sq. Ft.
0 Don Valley Pkwy,35000549,0 Don Valley Pkwy,Toronto,Ontario,M4K 2L1,Canada,Other - Public Services,1,Sq. Ft.
North Queen St Storm Pumping Station,35000546,20 NORTH QUEEN ST,Etobicoke,Ontario,M8Z 2C4,Canada,Other - Public Services,676,Sq. Ft.
Roxborough Parkette,35000547,30 ROXBOROUGH DR,Toronto,Ontario,M4W 1X1,Canada,Other - Public Services,304,Sq. Ft.
Islington Storm Pumping Station,35000544,1276 ISLINGTON AVE,Etobicoke,Ontario,M9A 3J9,Canada,Other - Public Services,450,Sq. Ft.
Kenilworth Tank Storm Pumping Station,35000545,70 KEWBEACH AVE,Toronto,Ontario,M4L 1B8,Canada,Other - Public Services,78,Sq. Ft.
1605 King St. W,35000558,1605 King St. W,Toronto,Ontario,M6K 1J7,Canada,Other - Public Services,1,Sq. Ft.
195 Glen Park Ave,35000559,195 Glen Park Ave.,Toronto,Ontario,M6B 2E1,Canada,Other - Public Services,1,Sq. Ft.
1230 Eglinton Ave E,35000556,1230 Eglinton Ave. E,Scarborough,Ontario,M1L 2T3,Canada,Other - Public Services,1,Sq. Ft.
1585 Lake Shore Blvd W,35000557,1585 Lake Shore Blvd W,Toronto,Ontario,M6K 3C1,Canada,Other - Public Services,1,Sq. Ft.
1161 York Mills Rd,35000554,1161 York Mills Rd.,North York,Ontario,M3A 1Y8,Canada,Other - Public Services,1,Sq. Ft.
12 St. Dunstan Dr.,35000555,12 St. Dunstan Dr.,Scarborough,Ontario,M1L 2V3,Canada,Other - Public Services,1,Sq. Ft.
1 Simcoe St,35000552,1 Simcoe St,Toronto,Ontario,M5J 2N1,Canada,Other - Public Services,1,Sq. Ft.
100 St Lawrence St,35000553,100 St Lawrence St,Toronto,Ontario,M5A 3N1,Canada,Other - Public Services,1,Sq. Ft.
13 Barberry Pl,35000598,13 BARBERRY PL,North York,Ontario,M2K 1G9,Canada,Other - Public Services,1,Sq. Ft.
155 Harbour Street De-Icing Pump,35000599,155 Harbour St.,Toronto,Ontario,M5J 2Z7,Canada,Other - Public Services,1,Sq. Ft.
Scarborough Transfer Station,35000596,1 TRANSFER PL,Scarborough,Ontario,M1S 5H8,Canada,Other - Public Services,96595,Sq. Ft.
Victoria Park Transfer Station,35000597,3350 VICTORIA PARK AVE,North York,Ontario,M2H 3K5,Canada,Other - Public Services,83959,Sq. Ft.
Dufferin Transfer Station,35000594,35 VANLEY CRES,North York,Ontario,M3J 2B7,Canada,Other - Public Services,120663,Sq. Ft.
Ingram Drive Transfer Station,35000595,50 INGRAM DR,Toronto,Ontario,M6M 2L6,Canada,Other - Public Services,112268,Sq. Ft.
Commissioners St Transfer Stn,35000592,400 COMMISSIONERS ST,Toronto,Ontario,M4M 3K2,Canada,Other - Public Services,76424,Sq. Ft.
Disco Road Transfer Station,35000593,120 DISCO RD,Etobicoke,Ontario,M9W 1M4,Canada,Other - Public Services,57049,Sq. Ft.
4423 Eglinton Ave W,35000606,4423 EGLINTON AVE W,Etobicoke,Ontario,M9A 4Z9,Canada,Other - Public Services,1,Sq. Ft.
4445 Eglinton Ave W,35000607,4445 EGLINTON AVE W,Etobicoke,Ontario,M9A 4Z9,Canada,Other - Public Services,1,Sq. Ft.
4201 Eglinton Ave W,35000604,EGLINTON AVE W,Etobicoke,Ontario,M9A 4A5,Canada,Other - Public Services,1,Sq. Ft.
4421 Eglinton Ave W,35000605,4421 EGLINTON AVE W,Etobicoke,Ontario,M9A 4Z9,Canada,Other - Public Services,1,Sq. Ft.
3 Morningview Trail,35000602,3 Morningview Trail,Scarborough,Ontario,M1B 5A8,Canada,Other - Public Services,1,Sq. Ft.
3460 Midland Ave,35000603,3460 Midland Ave,Scarborough,Ontario,M1V 5B5,Canada,Other - Public Services,1,Sq. Ft.
23 Barberry Pl,35000600,23 BARBERRY PL,North York,Ontario,M2K 1G9,Canada,Other - Public Services,1,Sq. Ft.
290 Dean Park Rd,35000601,290 Dean Park Rd,Scarborough,Ontario,M1B 5R7,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting East York,35000582,850 Coxwell Ave Streetlighting,Toronto,Ontario,M4C 5R1,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting Etobicoke,35000583,Steetlighting Etobicoke,Etobicoke,Ontario,M9W 1H3,Canada,Other - Public Services,1,Sq. Ft.
Sidney Belsey Cres,35000580,Sidney Belsey Cres,Toronto,Ontario,M6M 5H9,Canada,Other - Public Services,1,Sq. Ft.
St James Town,35000581,16 ST JAMES CRT,Toronto,Ontario,M4X 1X4,Canada,Other - Public Services,1,Sq. Ft.
Metro 27 Lighting,35000578,Streetlighting,Toronto,Ontario,M5V 3C6,Canada,Other - Public Services,1,Sq. Ft.
Nyctophilia,35000579,1030 Weston Rd,Toronto,Ontario,M6N 3S2,Canada,Other - Public Services,1,Sq. Ft.
BlueGold Variation,35000576,2 Windermere Ave,Toronto,Ontario,M6S 3J1,Canada,Other - Public Services,1,Sq. Ft.
Don Mills Rd.,35000577,Don Mills Rd.,North York,Ontario,M3A 3L7,Canada,Other - Public Services,1,Sq. Ft.
Traffic Control Signals,35000590,Various Locations,Toronto,Ontario,M5V 3C6,Canada,Other - Public Services,1,Sq. Ft.
Bermondsey Transfer Station,35000591,188 BERMONDSEY RD,North York,Ontario,M4A 1Y1,Canada,Other - Public Services,48976,Sq. Ft.
Toronto Island Street Lighting,35000588,Toronto Island,Toronto,Ontario,M5J 2W2,Canada,Other - Public Services,1,Sq. Ft.
Advance Traffic Management,35000589,0 Various Locations,Toronto,Ontario,M5V 3C6,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting Toronto,35000586,City Streetlights,Toronto,Ontario,M6K 1E9,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting York,35000587,Streetlighting York,Toronto,Ontario,M6M 1V1,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting North York,35000584,NY Street Lighting,North York,Ontario,M3J 0H4,Canada,Other - Public Services,1,Sq. Ft.
Street Lighting Scarborough,35000585,2100 Ellesmere Rd,Scarborough,Ontario,M1H 3B7,Canada,Other - Public Services,1,Sq. Ft.
2800 Steeles Ave W,35000630,2800 Steeles Ave W,Concord,Ontario,L4K 4N5,Canada,Transportation Terminal/Station,1,Sq. Ft.
298 Dundas St W Pole 76,35000631,298 Dundas St W Pole 76,Toronto,Ontario,M5T 1G2,Canada,Transportation Terminal/Station,2,Sq. Ft.
24 Alness St,35000628,24 Alness St,North York,Ontario,M3J 3H4,Canada,Transportation Terminal/Station,1,Sq. Ft.
27 Lascelles Blvd,35000629,1700 YONGE ST,Toronto,Ontario,M4S 1Z2,Canada,Transportation Terminal/Station,1,Sq. Ft.
1873 Bloor Street W,35000626,1873 Bloor Street W,Toronto,Ontario,M6R 2Z3,Canada,Transportation Terminal/Station,1,Sq. Ft.
20 The Queensway,35000627,20 The Queensway,Toronto,Ontario,M6R 1B4,Canada,Transportation Terminal/Station,1,Sq. Ft.
1577 Danforth Ave Unit Ttcpkg,35000624,1577 Danforth Ave Unit Ttcpkg,Toronto,Ontario,M4C 1H7,Canada,Transportation Terminal/Station,1,Sq. Ft.
1635 Danforth Ave,35000625,1627 DANFORTH AVE,Toronto,Ontario,M4C 1H7,Canada,Transportation Terminal/Station,1,Sq. Ft.
554 Queen St W Pole 186,35000638,554 Queen St W Pole 186,Toronto,Ontario,M5V 2B5,Canada,Transportation Terminal/Station,1,Sq. Ft.
700 Arrow Rd,35000639,700 ARROW RD,North York,Ontario,M9M 2M1,Canada,Transportation Terminal/Station,230000,Sq. Ft.
366 Old Weston Rd,35000636,1850 ST CLAIR AVE W,Toronto,Ontario,M6N 1J8,Canada,Transportation Terminal/Station,1,Sq. Ft.
406 Victoria Park Ave Pole Opp 3,35000637,410 VICTORIA PARK AVE,Toronto,Ontario,M4E 3T2,Canada,Transportation Terminal/Station,1,Sq. Ft.
300 Transit Rd,35000634,300 TRANSIT RD,North York,Ontario,M3H 6C3,Canada,Transportation Terminal/Station,1,Sq. Ft.
348 Queens Quay W,35000635,348 Queens Quay W,Toronto,Ontario,M5V 3T1,Canada,Transportation Terminal/Station,1,Sq. Ft.
3 Spadina Ave Pole 5,35000632,3 Spadina Ave,Toronto,Ontario,M5V 3Y3,Canada,Transportation Terminal/Station,1,Sq. Ft.
30 Denton Ave,35000633,30 Denton Ave,Scarborough,Ontario,M1L 4P2,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bus Shelter Lighting,35000614,Various Locations,Toronto,Ontario,M5V 3C6,Canada,Other - Public Services,267,Sq. Ft.
King-Liberty Bridge,35000615,127 Western Battery Rd.,Toronto,Ontario,M6K 3N9,Canada,Other - Public Services,1,Sq. Ft.
86 Ingram Dr.,35000612,86 INGRAM DR,Toronto,Ontario,M6M 2L6,Canada,Other - Public Services,1,Sq. Ft.
949 Wilson Ave,35000613,949 Wilson Ave.,North York,Ontario,M3K 1G2,Canada,Other - Public Services,1,Sq. Ft.
617 Vaughan Rd,35000610,617 Vaughan Rd,Toronto,Ontario,M6C 2R4,Canada,Other - Public Services,1,Sq. Ft.
760 Victoria Park Ave,35000611,760 Victoria Park Ave.,Scarborough,Ontario,M1L 1L1,Canada,Other - Public Services,1,Sq. Ft.
519 Conlins Rd,35000608,519 Conlins Rd,Scarborough,Ontario,M1B 5S1,Canada,Other - Public Services,1,Sq. Ft.
608 Bellamy Rd,35000609,608 Bellamy Rd,Scarborough,Ontario,M1H 1K4,Canada,Other - Public Services,1,Sq. Ft.
1328 Lansdowne Ave,35000622,1330 LANSDOWNE AVE,Toronto,Ontario,M6H 3Z8,Canada,Transportation Terminal/Station,1,Sq. Ft.
15 Price St,35000623,15 Price St,Toronto,Ontario,M4W 1Z1,Canada,Transportation Terminal/Station,1,Sq. Ft.
1 Ranleigh - Fire Vent,35000620,1 Ranleigh Ave,Toronto,Ontario,M4N 1X2,Canada,Transportation Terminal/Station,1,Sq. Ft.
128 York St Pole 50,35000621,128 York St Pole 50,Toronto,Ontario,M5H 1P9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Steeles Bridge Over Rouge,35000618,Steeles Ave E,Scarborough,Ontario,M1V 5N3,Canada,Other - Public Services,1,Sq. Ft.
Union Station,35000619,65 FRONT ST W,Toronto,Ontario,M5J 1E6,Canada,Transportation Terminal/Station,986748,Sq. Ft.
Snow Melter Cisa,35000616,4080 Yonge Street,North York,Ontario,M2P 1N9,Canada,Other - Public Services,1,Sq. Ft.
Snow Storage Facility,35000617,207 NEW TORONTO ST,Etobicoke,Ontario,M8V 2E8,Canada,Other - Public Services,1,Sq. Ft.
Coxwell Subway Stn,35000662,355 STRATHMORE BLVD,Toronto,Ontario,M4J 1P9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Danforth Substation,35000663,2357 Danforth Ave,Toronto,Ontario,M4C 1K7,Canada,Transportation Terminal/Station,1,Sq. Ft.
College Subway Stn,35000660,1 Carlton St Room 11Y12,Toronto,Ontario,M5B 2A1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Coxwell Substation,35000661,332 COXWELL AVE,Toronto,Ontario,M4C 3E1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Chester Subway Stn,35000658,22 CHESTER AVE,Toronto,Ontario,M4K 2Z9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Christie Subway Stn,35000659,5 CHRISTIE ST,Toronto,Ontario,M6G 3B1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Casa Loma Substation,35000656,278 DUPONT ST,Toronto,Ontario,M5R 1V9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Castle Frank Subway Stn,35000657,600 BLOOR ST E,Toronto,Ontario,M4W 3Z2,Canada,Transportation Terminal/Station,1,Sq. Ft.
Downsview Park Stn,35000670,1035 SHEPPARD AVE W,North York,Ontario,M3H 2T6,Canada,Transportation Terminal/Station,1,Sq. Ft.
Dufferin Gate Loop,35000671,158 DUFFERIN ST,Toronto,Ontario,M6K 1Z2,Canada,Transportation Terminal/Station,1,Sq. Ft.
Don Mills Substation,35000668,1700 SHEPPARD AVE E,North York,Ontario,M2J 1V1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Donlands Subway Stn,35000669,30 DONLANDS AVE,Toronto,Ontario,M4J 3N5,Canada,Transportation Terminal/Station,1,Sq. Ft.
Davisville Subway Stn,35000666,1900 YONGE ST,Toronto,Ontario,M4S 1Z1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Delaware Substation,35000667,213 DELAWARE AVE,Toronto,Ontario,M6H 2T4,Canada,Transportation Terminal/Station,1,Sq. Ft.
Davisville Garage & Shop,35000664,1900 YONGE ST,Toronto,Ontario,M4S 1Z1,Canada,Transportation Terminal/Station,120450,Sq. Ft.
Davisville Substation,35000665,1800 YONGE ST,Toronto,Ontario,M4T 2A4,Canada,Transportation Terminal/Station,1,Sq. Ft.
Beaches Substation,35000646,1900 QUEEN ST E,Toronto,Ontario,M4L 1H3,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bedford Substation,35000647,11 BEDFORD RD,Toronto,Ontario,M5R 2J7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bay Subway Stn,35000644, CUMBERLAND ST,Toronto,Ontario,M5R 3N7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bayview Substation,35000645,550 SHEPPARD AVE E,North York,Ontario,M2K 1B2,Canada,Transportation Terminal/Station,1,Sq. Ft.
Asquith Substation,35000642,30 ASQUITH AVE,Toronto,Ontario,M4W 3W7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bathurst Subway Stn,35000643,843 BATHURST ST,Toronto,Ontario,M5R 3G2,Canada,Transportation Terminal/Station,1,Sq. Ft.
715 Spadina Ave,35000640,715 Spadina Ave,Toronto,Ontario,M5S 2J4,Canada,Transportation Terminal/Station,1,Sq. Ft.
996 WOODBINE AVE,35000641,996 WOODBINE AVE,Toronto,Ontario,M4C 4B9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Carlaw Substation,35000654,369 CARLAW AVE,Toronto,Ontario,M4M 2T3,Canada,Transportation Terminal/Station,1,Sq. Ft.
Carpark 654,35000655,11 OLD MILL DR,Toronto,Ontario,M6S 4J7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Broadview Substation,35000652,769 BROADVIEW AVE,Toronto,Ontario,M4K 2P1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Broadview Subway Stn,35000653,769 BROADVIEW AVE,Toronto,Ontario,M4K 2P1,Canada,Transportation Terminal/Station,1,Sq. Ft.
Birchmount Rd,35000650,720 BIRCHMOUNT RD,Scarborough,Ontario,M1K 1R4,Canada,Transportation Terminal/Station,1,Sq. Ft.
Bloor Subway Stn,35000651,7 SPADINA RD,Toronto,Ontario,M5R 2S7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Berwick Substation,35000648,2180 Yonge St,Toronto,Ontario,M4S 2A9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Birchmount Bus Garage,35000649,400 DANFORTH RD,Scarborough,Ontario,M1L 3X6,Canada,Transportation Terminal/Station,150996,Sq. Ft.
Hillcrest Substation,35000694,1130 BATHURST ST,Toronto,Ontario,M5R 3H2,Canada,Transportation Terminal/Station,1,Sq. Ft.
"Hillcrest, Gunn, Bathurst Garage",35000695,1130 BATHURST ST,Toronto,Ontario,M5R 3H2,Canada,Transportation Terminal/Station,295000,Sq. Ft.
High Park Subway Stn,35000692,35 QUEBEC AVE,Toronto,Ontario,M6P 2T3,Canada,Transportation Terminal/Station,1,Sq. Ft.
Highway 407 Stn,35000693,7332 Jane St.,Concord,Ontario,L4K 1A7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Gunns Loop,35000690,1996 St Clair Ave W,Toronto,Ontario,M6N 5B9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Harbourfront Substation,35000691,21 LOWER SPADINA AVE,Toronto,Ontario,M5V 2Z1,Canada,Transportation Terminal/Station,2071,Sq. Ft.
Greenwood Substation,35000688,137 STRATHMORE BLVD,Toronto,Ontario,M4J 4Y9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Greenwood Subway Stn,35000689,10 LINSMORE CRES,Toronto,Ontario,M4J 4J5,Canada,Transportation Terminal/Station,1,Sq. Ft.
Jane & Eglinton (SW),35000702,1000 Jane Street,Toronto,Ontario,M6N 4Z4,Canada,Transportation Terminal/Station,1,Sq. Ft.
Jane Substation,35000703,15 JANE ST,Toronto,Ontario,M6S 3Y3,Canada,Transportation Terminal/Station,1,Sq. Ft.
Islington Subway Stn,35000700,1226 ISLINGTON AVE,Etobicoke,Ontario,M8X 1Y8,Canada,Transportation Terminal/Station,1,Sq. Ft.
Jane & Eglinton (NE),35000701,3700 Eglinton Ave W,Toronto,Ontario,M6M 1V7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Indian Grove Substation,35000698,139 INDIAN GRV,Toronto,Ontario,M6P 2H2,Canada,Transportation Terminal/Station,1,Sq. Ft.
Islington Substation,35000699,9 ISLINGTON AVE,Etobicoke,Ontario,M8V 3B6,Canada,Transportation Terminal/Station,1,Sq. Ft.
Humber Loop,35000696,123 THE QUEENSWAY,Etobicoke,Ontario,M8Y 1H6,Canada,Transportation Terminal/Station,1,Sq. Ft.
Humber Loop Substation,35000697,123 The Queenswat,Etobicoke,Ontario,M8Y 1H6,Canada,Transportation Terminal/Station,1,Sq. Ft.
Eglinton Garage,35000678,38 COMSTOCK RD,Scarborough,Ontario,M1L 4V8,Canada,Transportation Terminal/Station,120986,Sq. Ft.
Eglinton West Subway Stn,35000679,1300 EGLINTON AVE W,Toronto,Ontario,M6C 3Z7,Canada,Transportation Terminal/Station,1,Sq. Ft.
Dupont Subway Stn,35000676,278 DUPONT ST,Toronto,Ontario,M5R 1V9,Canada,Transportation Terminal/Station,1,Sq. Ft.
Eglington Subway Stn,35000677,2190 YONGE ST,Toronto,Ontario,M4S 2B8,Canada,Transportation Terminal/Station,1,Sq. Ft.
Dundas Subway Stn,35000674,2 Dundas St W,Toronto,Ontario,M5B 1R4,Canada,Transportation Terminal/Station,1,Sq. Ft.
Dundas W Subway Stn,35000675,2365 DUNDAS ST W,Toronto,Ontario,M6S 2R8,Canada,Transportation Terminal/Station,1,Sq. Ft.
Dufferin Subway Stn,35000672,1006 DUFFERIN ST,Toronto,Ontario,M6H 4B6,Canada,Transportation Terminal/Station,1,Sq. Ft.
